y,x0,x1,x2,x3,x4
0.25,A0,A1,0,2,A0
10.5,A4,A1,170,9,A0
2.899,A2,A1,60,4,A0
0.99,A0,A1,53,5,A0
0.5,A1,A1,90,3,A0
6.899,A5,A1,170,6,A0
0.3,A1,A1,90,3,A0
9.0,A4,A1,102,8,A0
1.65,A6,A1,99,12,A0
1.0,A0,A1,50,3,A0
12.3,A6,A1,116,12,A0
0.75,A0,A1,0,9,A0
2.1,A1,A1,80,8,A0
1.1,A2,A0,88,5,A0
1.7,A4,A0,197,12,A0
0.0,A1,A1,75,8,A0
5.8,A0,A1,82,4,A0
0.555,A0,A1,60,9,A2
10.85,A0,A1,60,11,A0
3.499,A0,A1,60,9,
3.15,A7,A1,0,8,
0.2,A2,A1,58,3,A2
2.444,A0,A1,80,7,A0
3.9,A1,A0,170,3,A0
5.25,A1,A1,192,4,A0
6.98,A3,A1,102,10,A0
4.299,A0,A1,80,7,A1
36.999,A2,A0,245,10,A1
0.399,A2,A1,60,2,A1
9.5,A2,A1,103,9,A1
38.75,A5,A0,230,3,A0
0.8,A0,A1,75,10,A0
28.75,A6,A0,215,4,
8.75,A7,A1,163,10,A0
2.2,A7,A1,150,10,A0
1.29,A1,A1,125,10,A0
4.0,A3,A0,109,12,A0
7.95,A3,A1,102,4,A0
0.5,A5,A1,90,10,A2
4.0,A1,A1,102,3,A0
0.89,A1,A1,170,3,A0
3.699,A4,A0,133,6,A0
2.8,A5,A0,193,3,A2
0.6,A3,A1,116,9,A0
0.5,A1,A1,125,2,A0
5.0,A0,A1,75,12,A0
1.1,A2,A2,0,0,A1
0.5,A1,A1,129,2,A2
1.5,A2,A2,2,5,A1
3.45,A3,A1,101,6,A0
2.85,A0,A1,60,7,A0
6.0,A5,A0,163,5,A0
0.6,A4,A0,125,1,A2
0.599,A5,A0,75,5,A0
1.8,A6,A1,82,3,A0
1.0,A4,A1,143,2,A1
1.35,A1,A0,125,1,A2
,A6,A0,306,10,A0
0.67,A1,A1,58,10,A0
14.8,A2,A0,306,9,A0
,A0,A1,69,9,A0
3.95,A0,A1,1300,0,A1
10.999,A0,A1,75,8,A0
15.59,A7,A1,160,1,A0
,A0,A1,75,5,A0
1.5,A1,A1,122,1,A0
1.9,A0,A0,0,3,A0
2.85,A4,A1,150,1,A0
0.7,A7,A1,60,6,A0
1.55,A1,A0,150,11,A0
2.8,A1,A1,68,4,A0
,A8,A1,103,8,A0
4.444,A3,A1,68,2,
1.599,A0,A1,75,2,A0
1.1,A0,A1,90,3,A1
6.25,A2,A0,260,12,A1
16.85,A6,A0,197,11,A0
6.7,A1,A0,200,12,A0
1.45,A2,A1,0,0,A0
,A0,A1,75,1,A2
17.95,A5,A1,184,9,A0
7.7,A0,A0,71,2,A0
3.299,A7,A0,71,4,A0
0.75,A0,A1,50,12,A0
3.0,A1,A1,118,2,A0
1.15,A2,A1,115,5,A1
11.5,A4,A0,197,3,
0.7,A3,A1,101,3,A2
1.65,A1,A1,60,3,A0
4.6,A2,A0,122,0,A1
1.0,A2,A1,80,3,A1
2.5,A4,A0,180,3,A2
4.999,A1,A1,170,4,A0
5.29,A0,A1,116,7,A0
5.99,A7,A1,116,2,A0
1.599,A0,A1,82,6,A0
0.45,A1,A1,0,11,A2
15.49,A4,A0,140,11,A0
25.555,A5,A0,184,12,A0
3.85,A0,A1,75,3,A0
,A3,A1,109,10,A0
0.75,A0,A1,58,10,A1
3.199,A0,A1,92,3,A0
4.1,A5,A1,124,7,A0
4.35,A5,A1,179,11,A0
0.65,A0,A1,54,3,A0
0.0,A4,A1,101,4,A1
0.85,A1,A1,75,3,A1
5.4,A0,A1,80,7,A0
17.85,A1,A1,105,8,A0
18.3,A4,A0,163,5,A0
14.6,A1,A1,116,2,A0
3.1,A0,A1,54,5,A0
0.75,A0,A1,60,10,A0
0.699,A0,A1,45,3,A0
3.39,A2,A1,75,1,A1
0.4,A1,A0,122,3,
,A1,A2,0,11,A0
0.65,A4,A1,101,5,A0
0.999,A0,A1,0,1,A1
0.3,A1,A1,90,6,A0
1.2,A3,A1,150,10,A2
1.5,A1,A1,0,8,A2
0.99,A0,A1,58,9,A0
,A0,A1,58,1,A0
31.9,A7,A0,306,6,A0
1.8,A0,A1,60,7,A0
0.6,A1,A1,0,8,A0
0.0,A1,A0,0,11,A1
1.4,A1,A1,90,5,A0
0.5,A2,A1,0,5,A0
9.2,A4,A2,0,9,A0
1.25,A4,A1,150,5,A0
24.5,A1,A0,300,8,A0
0.0,A6,A1,125,0,A2
9.5,A5,A0,250,2,A0
5.95,A4,A0,150,10,A0
2.5,A2,A1,0,0,A1
5.85,A4,A0,140,4,A0
,A4,A1,0,1,A2
11.7,A6,A1,86,8,A0
0.85,A2,A1,155,0,A2
2.29,A1,A1,84,5,A0
1.0,A4,A0,144,10,A0
2.99,A4,A1,88,2,A0
0.85,A4,A1,140,0,A1
2.6,A0,A1,115,9,A0
9.8,A3,A1,131,5,A0
12.499,A4,A1,120,9,A0
2.3,A3,A1,97,9,A0
0.0,A0,A1,60,5,A2
0.5,A0,A1,60,5,A2
3.5,A0,A1,120,8,A0
19.999,A4,A0,204,4,A0
2.65,A2,A1,142,10,A0
4.9,A0,A1,83,11,A0
1.7,A5,A1,118,12,A1
8.9,A4,A0,140,2,A0
1.1,A0,A1,0,2,A0
20.0,A5,A0,299,4,A0
0.2,A0,A0,0,4,A1
1.85,A0,A1,60,0,A0
5.6,A1,A0,256,11,A0
0.0,A2,A2,0,0,A1
4.95,A3,A0,150,7,A0
0.0,A4,A1,150,7,A0
,A7,A1,109,11,A0
0.8,A7,A1,90,0,A1
12.5,A1,A0,218,10,A0
2.3,A6,A1,97,3,A0
0.85,A4,A1,170,3,A0
8.99,A1,A1,140,5,A0
15.0,A1,A0,197,8,A0
1.25,A0,A1,50,2,A0
1.5,A3,A1,75,7,A0
2.0,A3,A1,90,6,A0
4.45,A4,A0,109,9,A0
12.99,A4,A0,235,1,A0
3.7,A3,A0,175,7,A0
3.999,A3,A1,116,11,A0
2.49,A1,A0,101,1,A0
1.099,A1,A1,109,11,A0
19.999,A7,A1,265,8,A0
5.29,A0,A1,82,5,A0
2.0,A0,A1,131,10,A1
2.5,A2,A1,80,12,A0
3.999,A0,A1,90,1,
1.5,A0,A1,86,3,A0
,A2,A2,0,0,A1
2.8,A7,,103,7,A0
2.299,A1,A1,116,12,A0
6.9,A0,A1,69,9,A1
28.0,A1,A1,150,4,A0
1.199,A5,A1,140,6,A0
2.99,A4,A0,150,1,A0
2.0,A1,A1,101,12,A1
1.5,A1,A1,101,10,A0
1.0,A0,A1,58,9,A0
6.5,A2,A1,102,1,
6.0,A3,A0,76,6,A1
0.55,A2,A2,0,3,A1
1.2,A0,A1,69,8,A2
1.8,A3,A1,150,7,A0
0.0,A1,A1,150,1,A0
17.0,A4,A1,156,3,A0
2.99,A1,A1,105,10,A0
2.5,A5,A0,507,12,A2
11.5,A0,A1,90,9,A0
16.7,A1,A0,231,7,A0
0.699,A1,A1,90,10,A0
1.85,A4,A0,150,12,A0
0.5,A0,A1,90,0,A1
1.1,A4,A1,82,7,A1
6.0,A4,A1,170,8,A1
4.999,A4,A1,143,4,A0
3.333,A5,A1,129,3,A0
48.989,A6,A0,224,6,A0
7.0,A1,A0,150,10,A0
7.5,A2,A1,129,6,A0
16.999,A6,A0,272,10,A0
1.1,A1,A1,59,7,A1
3.2,A4,A1,122,3,A1
0.444,A1,A1,118,4,A2
0.6,A2,A2,0,0,A1
14.499,A7,A1,103,7,A0
12.3,A7,A1,163,7,A0
0.5,A1,A1,75,4,A0
0.65,A0,A2,0,1,A0
4.99,A5,A0,177,2,A0
1.5,A4,A2,0,6,A2
1.1,A0,A1,109,4,A0
0.599,A0,A2,45,3,A0
1.599,A2,A1,60,9,A0
1.1,A2,A2,0,5,A0
4.8,A1,A1,95,2,A0
10.0,A4,A1,140,6,A0
1.45,A3,A1,101,5,A0
1.75,A1,A1,0,5,A0
9.8,A1,A1,122,5,A1
0.999,A1,A1,116,6,A0
0.6,A0,A1,54,5,A0
0.75,A0,A1,75,3,A1
1.75,A0,A2,0,5,A1
1.75,A4,A1,0,0,A1
14.5,A1,A0,245,7,A0
3.6,A4,A0,193,0,A0
0.3,A0,A1,60,4,A0
5.3,A0,A1,99,9,A0
6.7,A4,A1,102,8,A0
1.299,A0,A1,72,3,A0
5.5,A4,A2,0,10,A1
2.6,A1,A1,0,10,A1
4.99,A4,A1,150,6,A0
8.4,A1,A1,141,9,A0
0.0,A5,A1,115,3,A0
9.95,A0,A1,60,8,A0
0.85,A0,A1,105,8,A1
1.6,A0,A2,98,0,A0
10.8,A3,A1,140,2,A0
3.0,A1,A1,165,1,A0
1.55,A2,A1,122,7,A2
9.9,A0,A1,69,5,A0
9.19,A0,A1,75,11,A0
15.5,A1,A1,105,12,A0
7.3,A4,A1,163,3,A0
0.999,A1,A0,125,6,A2
1.6,A4,A1,174,6,
2.5,A1,A1,150,1,A2
13.9,A1,A1,105,9,A0
1.1,A1,A1,118,5,A2
2.9,A5,A0,170,2,A0
7.89,A0,A1,120,1,
8.35,A4,A1,102,4,A0
9.8,A3,A0,218,4,A0
3.255,A4,A1,140,12,A0
2.0,A4,A1,150,2,A1
9.6,A0,A1,0,6,A0
7.9,A1,A1,90,4,A0
5.2,A7,A0,193,2,A1
3.9,A2,A1,0,4,A1
0.15,A0,A1,60,8,A2
1.2,A0,A1,75,10,A0
2.2,A3,A1,98,1,A0
4.2,A1,A0,101,6,A0
1.4,A1,A1,75,3,A0
0.125,A0,A1,50,0,A2
4.7,A3,A1,70,10,A2
0.1,A0,A1,56,3,A2
0.299,A2,A1,68,9,A1
0.18,A2,A1,60,0,A0
1.25,A1,A1,113,8,A0
4.6,A0,A1,150,1,A0
7.9,A1,A1,116,4,A0
0.15,A1,A1,44,9,A0
7.0,A7,A1,223,5,A0
7.299,A5,A0,170,3,A0
3.6,A3,A1,109,1,A0
15.7,A4,A1,140,11,A0
5.3,A1,A0,163,4,A0
29.9,A1,A0,184,7,A0
7.8,A1,A1,80,7,A0
6.5,A5,A1,167,8,A0
2.6,A4,A2,0,6,A1
3.3,A8,A1,101,9,A0
8.5,A0,A1,110,10,A0
13.5,A1,A1,170,1,A0
5.3,A4,A0,184,7,A0
0.0,A2,A2,0,0,A1
11.999,A4,A0,170,8,A1
1.0,A1,A1,101,1,A0
10.999,A1,A1,105,4,A0
3.5,A1,A1,170,7,A0
0.3,A2,A1,0,11,A1
0.1,A2,A1,60,0,A2
8.49,A1,A0,163,10,A0
1.45,A4,A1,75,1,A1
1.599,A1,A1,82,2,A0
0.65,A0,A1,54,3,A0
17.9,A7,A0,306,6,A0
15.35,A0,A1,18,3,A0
1.6,A1,A0,193,4,
1.72,A1,A1,150,6,A0
1.799,A0,A1,75,5,A0
0.22,A2,A1,0,0,A1
11.5,A1,A1,140,5,A0
6.999,A3,A1,140,6,A0
7.25,A1,A1,140,6,A0
1.65,A4,A1,101,0,A0
2.0,A4,A1,107,3,
9.999,A1,A0,231,3,A0
17.9,A4,A0,190,11,A0
2.5,A0,A1,58,12,A1
8.65,A6,A1,150,10,A0
0.0,A1,A1,500,4,A0
9.999,A4,A1,160,1,A0
,A2,A1,145,0,A1
3.6,A1,A1,150,10,A0
0.95,A1,A1,120,6,A0
1.0,A4,A1,109,6,A2
3.699,A3,A1,125,11,A0
0.0,A7,A1,0,6,A1
8.999,A4,A1,170,10,A0
15.75,A4,A1,211,10,A0
1.49,A0,A0,71,11,A0
6.5,A4,A1,131,10,A0
1.2,A0,A1,60,8,A0
3.75,A7,A1,125,11,A0
1.25,A0,A1,50,11,A0
0.7,A4,A1,116,12,A1
4.55,A5,A0,143,10,A0
9.9,A1,A0,218,10,A0
3.699,A4,A0,290,7,A0
2.35,A1,A0,122,4,A0
0.5,A0,A1,75,3,A1
1.6,A4,A1,150,0,
3.9,A0,A2,75,1,A0
0.0,A4,A1,95,0,A1
2.9,A7,A1,135,0,A1
3.85,A0,A0,71,3,A0
0.001,A4,A1,0,0,A1
3.9,A8,A1,144,4,A1
6.5,A1,A1,105,2,A0
2.95,A8,A2,0,0,A1
2.199,A0,A1,65,6,A0
12.5,A2,A1,136,4,A0
3.2,A2,A2,0,0,A1
0.4,A0,A1,60,5,A0
0.59,A1,A1,75,9,A1
0.2,A2,A1,0,0,A0
25.99,A6,A0,175,8,A0
5.999,A0,A1,175,12,A1
3.0,A7,A0,150,10,A0
11.999,A4,A0,231,1,A0
6.2,A2,A1,101,9,A1
6.1,A4,A0,204,7,A0
1.0,A4,A0,170,12,A1
1.45,A7,A0,163,3,A2
3.9,A1,A0,150,8,
1.499,A7,A0,14,11,A2
0.75,A2,A1,0,0,A1
3.0,A2,A1,0,11,A0
6.5,A1,A1,188,1,A0
1.9,A1,A1,101,9,A0
1.749,A0,A1,65,8,A0
5.75,A4,A0,180,12,
2.2,A4,A1,82,6,A2
15.8,A0,A1,15,6,A0
0.95,A0,A1,0,9,A0
1.999,A1,A0,107,10,A0
2.35,A2,A2,125,0,A1
10.6,A3,A1,105,0,A1
1.999,A4,A1,125,0,A1
1.25,A4,A1,0,12,A0
0.2,A0,A2,54,4,A0
1.8,A0,A1,63,5,A0
0.6,A0,A1,60,10,A2
1.999,A3,A1,68,3,A0
2.45,A4,A0,101,7,A0
11.99,A7,A1,126,8,A0
1.5,A4,A1,116,7,A2
9.5,A5,A1,160,5,A0
7.3,A3,A1,116,7,A0
3.15,A0,A1,54,8,A0
3.4,A7,A1,90,4,A0
16.95,A3,A1,163,5,A0
0.85,A4,A1,115,6,A0
12.49,A6,A1,110,3,A0
1.0,A0,A1,75,6,A0
20.5,A1,A0,234,1,A0
0.0,A2,A2,0,0,A1
0.0,A0,A1,54,2,
3.85,A1,A1,131,2,A0
5.5,A2,A2,0,3,A0
15.0,A4,A1,135,7,A1
28.99,A7,A0,184,4,A0
1.25,A1,A1,125,5,A0
5.5,A4,A0,163,10,A0
3.5,A1,A2,0,4,A0
5.5,A4,A0,140,6,A0
1.749,A4,A0,170,8,A0
1.3,A0,A1,82,6,A0
0.5,A0,A1,45,7,A0
2.3,A2,A1,64,12,A0
,A1,A1,0,0,A0
3.7,A0,A1,106,8,
2.99,A1,A2,0,7,A0
2.2,A4,A1,116,3,A0
19.7,A7,A0,306,6,A0
0.93,A2,A2,0,0,A1
1.4,A4,A1,110,2,A2
5.5,A0,A1,170,7,A0
6.0,A2,A0,320,9,A2
0.5,A4,A1,90,7,A1
0.0,A2,A2,0,0,
17.35,A1,A1,136,7,A0
5.5,A5,A1,241,3,A0
36.0,A7,A2,0,6,A0
2.65,A0,A1,60,5,A0
1.0,A1,A1,123,4,A1
1.999,A1,A1,90,12,A0
3.5,A1,A1,109,8,A0
0.8,A1,A0,0,8,A1
0.68,A3,A1,75,12,A2
7.35,A1,A1,170,5,A0
4.25,A0,A1,69,10,A0
0.4,A2,A2,45,0,A1
1.2,A0,A0,0,3,A1
3.999,A6,A1,111,1,A0
1.2,A4,A1,132,1,A0
6.89,A0,A1,82,8,A0
0.87,A0,A0,74,2,A2
5.49,A4,A1,143,8,A0
,A4,A1,97,6,A0
12.7,A6,A0,184,6,A0
,A1,A0,220,6,A0
18.0,A2,A0,0,3,A1
14.79,A4,A0,143,1,A0
1.0,A1,A1,170,6,A2
16.8,A1,A1,143,5,A0
36.8,A3,A0,224,8,A0
3.97,A4,A1,75,10,A1
12.9,A6,A1,110,1,A0
0.2,A2,A1,68,0,A2
1.5,A5,A1,150,4,A0
28.0,A1,A0,0,5,A0
0.8,A1,A1,54,7,A1
2.0,A1,A1,196,8,A0
0.7,A2,A0,0,0,
0.44,A1,A1,75,7,A0
2.899,A1,A1,110,9,A0
6.9,A3,A1,150,12,A0
6.399,A4,A0,131,10,A0
0.649,A2,A1,50,4,A1
1.25,A0,A1,0,0,A0
4.8,A3,A1,102,7,A1
33.999,A3,A1,179,1,A0
11.999,A1,A0,200,7,A0
2.7,A1,A1,75,9,A0
0.85,A7,A1,116,1,A0
1.775,A5,A1,105,0,A0
1.1,A4,A1,150,6,A0
0.5,A1,A0,75,5,A0
8.099,A4,A1,177,10,A0
1.0,A0,A1,50,7,A0
0.001,A6,A1,0,0,A1
1.1,A3,A1,75,12,A0
2.4,A2,A2,0,8,A1
2.8,A3,A1,128,2,A2
3.5,A4,A1,105,5,A0
0.699,A4,A1,115,9,A2
9.5,A1,A1,201,8,A0
11.0,A1,A1,147,1,A0
0.999,A1,A0,150,12,A0
2.59,A4,A0,130,12,A0
10.24,A0,A0,105,4,A0
2.8,A1,A1,131,5,A1
16.0,A1,A1,122,10,A0
13.99,A4,A0,235,4,A0
1.3,A0,A1,50,4,A0
1.899,A2,A1,54,4,A0
10.499,A6,A1,92,10,A0
8.45,A3,A1,105,12,A0
2.4,A3,A1,68,1,A2
1.99,A1,A1,75,3,A1
21.9,A7,A0,306,7,A0
18.8,A6,A0,349,10,A0
5.3,A4,A1,140,12,A0
3.0,A1,A1,150,1,A0
3.799,A2,A1,100,3,A0
1.4,A5,A1,107,11,A0
,A8,A1,102,3,A0
4.999,A1,A1,150,4,A0
8.75,A7,A1,125,8,A0
9.9,A6,A0,174,7,A0
2.2,A0,A1,54,12,A0
0.2,A0,A1,60,4,A0
24.0,A1,A0,170,12,A0
9.999,A1,A0,231,9,A0
15.5,A5,A1,177,3,A0
1.55,A2,A0,0,3,A2
8.5,A3,A1,102,7,A0
2.9,A4,A1,165,10,A0
2.25,A4,A1,156,1,A0
9.1,A6,A1,192,6,A0
16.85,A2,A1,170,11,A1
0.7,A4,A1,0,0,A1
13.499,A4,A0,160,4,A0
1.6,A1,A1,101,8,A0
5.75,A3,A1,140,3,A0
0.49,A7,A1,90,1,A1
0.65,A0,A1,50,7,A0
7.0,A4,A1,125,4,A0
0.15,A0,A2,0,0,A1
2.99,A7,A1,109,6,A0
3.55,A4,A1,102,12,A0
1.0,A8,A1,95,11,A1
17.7,A4,A0,170,11,A0
7.6,A0,A1,60,10,A0
7.6,A1,A1,105,7,A0
9.95,A1,A1,122,4,A0
4.89,A0,A1,125,2,A0
1.8,A1,A1,0,0,A0
27.3,A6,A0,258,10,A0
1.65,A0,A0,102,3,A0
6.6,A4,A1,95,3,A0
1.35,A4,A0,177,10,A0
12.0,A4,A1,105,4,A1
1.3,A1,A1,75,12,A0
10.0,A3,A1,140,7,A0
10.6,A1,A1,99,12,
0.799,A4,A1,90,10,A0
2.99,A4,A1,163,1,A0
0.95,A0,A1,75,4,A0
12.0,A1,A1,175,11,A0
1.75,A1,A1,193,3,A2
0.7,A4,A1,150,6,A0
5.7,A3,A1,120,6,A0
0.0,A2,A1,0,10,A1
0.0,A2,A2,0,0,A1
5.95,A5,A0,220,12,A0
0.75,A2,A1,136,4,A2
8.33,A3,A1,102,12,A0
23.5,A5,A1,300,2,A1
0.8,A4,A1,90,10,A0
0.79,A0,A1,54,4,A1
3.5,A4,A0,170,9,A0
0.9,A0,A1,0,0,A1
5.85,A3,A1,105,12,A0
14.399,A7,A1,252,4,A0
9.2,A0,A1,69,1,A0
16.5,A6,A0,280,2,A0
6.495,A1,A1,102,6,A0
2.5,A1,A1,116,7,A0
1.7,A3,A1,116,7,A1
0.799,A1,A1,0,3,A0
0.8,A1,A1,0,7,A1
2.2,A4,A1,193,4,A1
1.45,A0,A1,58,3,A0
5.45,A0,A1,82,3,A0
0.25,A0,A1,60,4,A0
0.35,A1,A1,101,0,A1
8.7,A6,A1,141,3,A0
1.2,A1,A1,90,5,A0
4.95,A4,A1,110,3,A0
1.3,A1,A1,150,7,A1
2.65,A4,A1,136,3,A0
1.2,A7,A2,0,0,A1
3.85,A1,A1,102,6,A0
1.499,A2,A1,0,6,A0
0.75,A2,A1,75,3,A0
0.85,A4,A1,114,9,A1
0.23,A0,A1,45,11,A2
4.95,A4,A1,105,10,A0
0.5,A0,A1,45,7,A0
1.15,A1,A1,150,8,A0
1.69,A1,A1,75,12,A1
1.799,A2,A1,0,0,A1
5.8,A1,A0,170,7,A0
6.85,A5,A1,116,1,A0
,A7,A1,109,4,A0
1.999,A1,A1,101,2,A0
14.5,A1,A0,245,7,A0
13.9,A6,A1,140,2,A0
7.3,A1,A1,105,5,A0
0.2,A1,A1,89,4,A0
1.5,A1,A1,101,1,A0
6.9,A1,A1,90,11,A0
2.9,A0,A1,68,4,A1
3.8,A6,A1,141,8,A0
0.8,A4,A1,90,1,
3.95,A6,A0,0,7,A1
1.2,A2,A2,0,0,A1
9.5,A1,A0,286,5,A0
4.75,A7,A1,101,7,A0
15.499,A0,A0,179,11,A0
,A2,A2,0,0,A1
3.4,A6,A1,128,3,A1
5.0,A0,A1,87,9,A0
7.2,A8,A1,0,9,A0
0.6,A1,A1,90,4,A0
4.7,A0,A1,60,6,A0
9.99,A1,A0,105,1,A0
0.95,A0,A1,75,8,A0
7.85,A0,A1,69,3,
1.35,A7,A1,0,2,A1
2.999,A0,A0,71,8,A1
4.0,A3,A1,150,1,A0
2.399,A8,A1,80,11,A1
6.5,A1,A1,122,6,A0
26.0,A1,A0,245,3,A0
0.67,A0,A1,45,12,
8.9,A4,A1,140,4,A0
1.75,A1,A1,101,3,A0
0.999,A1,A1,150,6,A0
1.2,A2,A2,0,0,A1
7.5,A1,A0,200,2,A0
2.6,A1,A1,140,9,A0
3.499,A1,A1,241,12,A0
1.65,A2,A1,125,3,A0
17.9,A7,A1,184,1,
2.499,A4,A1,118,1,A0
3.49,A7,A1,98,4,A0
1.0,A1,A1,101,10,A0
7.99,A1,A1,129,12,A0
12.9,A0,A0,90,9,A0
7.8,A3,A1,151,5,A0
2.95,A1,A1,90,1,A0
2.95,A1,A1,95,8,
4.0,A6,A0,148,6,A0
0.999,A0,A1,50,5,A0
11.8,A4,A0,190,11,A0
0.75,A1,A1,75,2,A0
0.0,A2,A1,60,11,A1
3.3,A1,A2,0,10,A0
2.1,A4,A1,110,8,A0
0.0,A2,A2,52,0,A1
1.7,A4,A1,150,5,A0
15.99,A5,A1,197,7,A0
0.85,A2,A1,0,0,A2
18.25,A4,A2,165,7,A0
0.65,A5,A1,155,8,A1
2.5,A6,A0,140,6,A2
43.49,A5,A0,360,8,A0
1.899,A1,A0,143,11,A0
2.7,A4,A0,150,6,A0
9.5,A6,A0,204,3,A0
6.45,A3,A1,140,12,A0
17.89,A1,A0,0,5,A0
24.99,A5,A0,211,6,A0
7.95,A3,A1,150,12,A0
6.3,A1,A0,150,4,A0
1.99,A1,A1,75,7,A0
2.5,A1,A1,147,2,A1
0.6,A0,A1,50,12,A0
0.9,A8,A0,63,5,A0
11.2,A1,A1,231,10,A0
8.5,A0,A0,50,3,A1
1.75,A1,A0,150,12,A0
3.9,A1,A1,90,4,A0
5.999,A5,A1,140,3,A0
0.699,A2,A1,102,10,
22.8,A7,A1,126,2,A0
3.05,A1,A1,120,3,A0
1.05,A0,A1,75,4,A0
0.0,A2,A1,0,6,A1
1.999,A0,A1,75,6,A0
4.5,A5,A1,150,7,A1
16.5,A1,A2,0,4,A0
5.99,A0,A1,60,12,A0
7.95,A4,A0,197,6,A0
14.5,A4,A0,218,8,A0
,A3,A1,147,6,A0
2.599,A2,A1,75,2,A1
7.5,A3,A1,105,10,A0
12.499,A0,A0,109,11,A0
0.25,A4,A1,90,3,A2
0.0,A2,A2,0,0,A0
8.0,A3,A1,136,1,A0
0.675,A0,A1,75,5,A0
3.75,A0,A1,69,2,A0
4.35,A8,A1,80,6,A0
7.8,A1,A1,116,7,A0
17.0,A4,A0,140,3,A1
37.5,A1,A0,306,11,A0
0.5,A1,A1,105,10,
0.6,A1,A1,102,8,
1.499,A0,A1,50,6,A0
17.49,A7,A1,211,7,A0
6.8,A1,A0,177,8,A0
0.68,A2,A1,60,9,A1
4.5,A3,A1,105,2,A0
1.6,A0,A1,107,9,A0
3.2,A3,A2,102,3,A0
7.25,A1,A1,122,6,A2
7.999,A4,A0,122,2,A0
2.25,A1,A1,0,10,A1
,A3,A1,177,5,A0
0.3,A1,A1,0,5,A1
3.6,A1,A0,224,1,A0
0.95,A2,A1,55,5,A0
17.5,A1,A0,136,4,A0
1.45,A0,A0,61,9,A0
5.999,A4,A1,110,5,
0.999,A4,A1,131,5,A0
1.5,A1,A1,0,5,
3.999,A1,A1,90,7,A0
16.4,A6,A0,150,12,A0
0.55,A0,A1,60,10,A1
1.2,A1,A1,75,0,A0
3.5,A7,A0,136,12,A0
1.45,A0,A1,82,6,A0
17.299,A4,A1,190,3,A0
5.7,A3,A1,75,1,A0
1.35,A2,A2,0,0,A1
5.5,A3,A1,116,3,A0
1.5,A0,A1,63,7,A0
0.7,A0,A1,60,12,A0
8.4,A4,A1,163,0,A1
8.45,A0,A1,75,6,A0
4.7,A2,A1,140,4,A1
5.0,A1,A1,225,1,A0
0.3,A4,A1,0,0,A0
0.6,A1,A1,0,12,A0
6.5,A4,A1,140,11,A2
1.3,A0,A1,82,0,A0
6.999,A6,A0,194,1,A0
1.2,A0,A1,60,11,A0
5.95,A0,A0,115,7,A1
12.5,A4,A1,105,5,A0
34.95,A6,A0,306,10,A0
1.0,A0,A1,60,3,A0
1.55,A7,A1,0,11,A0
1.78,A2,A1,75,4,A1
2.1,A1,A1,116,12,A0
10.8,A0,A1,110,11,A0
21.0,A5,A1,204,9,A0
0.6,A0,A1,75,7,A0
13.9,A3,A0,131,11,A0
18.9,A7,A1,136,4,A0
0.8,A2,A1,50,12,A1
8.999,A7,A1,136,10,A0
10.998,A7,A0,231,4,A0
0.75,A4,A1,170,4,A2
5.999,A6,A0,163,11,A0
1.89,A1,A1,75,3,A0
0.95,A4,A1,100,2,A0
3.28,A3,A1,200,9,A0
0.9,A0,A1,75,2,A0
25.5,A1,A0,220,9,A0
3.4,A0,A1,75,3,A0
2.0,A1,A1,102,7,A2
2.9,A2,A1,95,6,A1
0.75,A2,A2,0,0,A1
1.6,A1,A1,75,12,A0
0.5,A8,A1,75,10,A2
1.111,A0,A1,115,6,A0
1.0,A1,A1,94,2,A2
11.9,A2,A0,0,6,A1
0.44,A0,A1,55,7,A0
2.98,A0,A1,60,11,A1
8.79,A4,A1,109,6,
0.6,A8,A1,55,1,A0
2.25,A1,A1,77,9,A0
15.777,A0,A1,190,3,A0
1.79,A0,A1,75,10,A0
11.3,A0,A1,192,3,
2.1,A1,A1,122,12,A0
5.99,A5,A0,143,3,A0
0.4,A1,A1,75,6,A1
3.0,A1,A1,170,6,A0
1.2,A0,A0,75,1,A0
2.85,A1,A0,70,1,A0
6.5,A5,A1,179,12,A0
0.0,A1,A1,136,0,A1
3.8,A1,A1,105,2,A0
0.4,A0,A1,90,8,A0
5.0,A1,A0,0,0,A1
1.3,A1,A1,105,12,A0
3.0,A1,A1,143,4,A0
1.8,A1,A1,0,4,A1
0.4,A0,A1,113,0,A2
15.9,A4,A1,211,7,A0
0.0,A0,A1,0,0,A1
3.5,A4,A1,131,6,A0
0.15,A1,A1,58,6,A1
17.7,A6,A1,163,3,A0
2.699,A5,A1,150,1,A1
1.05,A1,A1,125,12,A0
10.4,A1,A1,122,6,A0
10.99,A5,A1,160,10,A0
1.5,A1,A1,101,4,
,A1,A0,245,11,A0
4.555,A4,A1,136,9,A0
5.9,A4,A0,150,5,A0
12.5,A0,A1,117,1,A0
1.9,A7,A1,121,5,A1
0.199,A8,A1,90,6,A0
6.666,A0,A1,86,4,A0
3.999,A1,A1,150,9,A0
1.25,A0,A1,50,5,A0
1.4,A1,A1,126,0,A0
7.99,A6,A1,140,9,A1
,A4,A1,140,6,A0
2.49,A1,A1,101,11,A0
2.95,A0,A0,140,1,A0
4.78,A5,A1,118,2,A0
4.0,A1,A1,110,6,A0
2.49,A1,A1,116,6,A0
10.75,A1,A1,163,10,A0
20.222,A6,A1,184,2,A0
